SP_ENTITY_NAME,SP_ENTITY_ID,RD_CREDIT_RATING_GLOBAL,RD_CREDIT_RATING_GLOBAL.1,SP_TICKER,SP_EXCHANGE,SP_ISIN,SP_GEOGRAPHY,SP_COUNTRY_NAME,SP_COUNTRY_CODE,IQ_INDUSTRY_GROUP
Xerox Holdings Corporation (NASDAQGS:XRX),4001527,BB,BB,XRX,NASDAQGS,US98421M1062,United States and Canada,USA,US,Technology Hardware and Equipment
"XPO, Inc. (NYSE:XPO)",4631409,BB+,BB+,XPO,NYSE,US9837931008,United States and Canada,USA,US,Transportation
Xylem Inc. (NYSE:XYL),4317520,BBB,BBB,XYL,NYSE,US98419M1009,United States and Canada,USA,US,Capital Goods
"Yum! Brands, Inc. (NYSE:YUM)",4025819,BB+,BB+,YUM,NYSE,US9884981013,United States and Canada,USA,US,Consumer Services
Zebra Technologies Corporation (NASDAQGS:ZBRA),4376897,BB+,BB+,ZBRA,NASDAQGS,US9892071054,United States and Canada,USA,US,Technology Hardware and Equipment
"Ziff Davis, Inc. (NASDAQGS:ZD)",4154619,BB,BB,ZD,NASDAQGS,US48123V1026,United States and Canada,USA,US,Media and Entertainment
"Zimmer Biomet Holdings, Inc. (NYSE:ZBH)",4812735,BBB,BBB,ZBH,NYSE,US98956P1021,United States and Canada,USA,US,Health Care Equipment and Services
"Zions Bancorporation, National Association (NASDAQGS:ZION)",100501,BBB+,BBB+,ZION,NASDAQGS,US9897011071,United States and Canada,USA,US,Banks
"ZipRecruiter, Inc. (NYSE:ZIP)",5283181,BB-,BB-,ZIP,NYSE,US98980B1035,United States and Canada,USA,US,Media and Entertainment
Zoetis Inc. (NYSE:ZTS),4810470,BBB,BBB,ZTS,NYSE,US98978V1035,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
ZoomInfo Technologies Inc. (NASDAQGS:ZI),19912563,BB,BB,ZI,NASDAQGS,US98980F1049,United States and Canada,USA,US,Media and Entertainment
Zurn Elkay Water Solutions Corporation (NYSE:ZWS),4992124,BB,BB,ZWS,NYSE,US98983L1089,United States and Canada,USA,US,Capital Goods
