SP_ENTITY_NAME,SP_ENTITY_ID,RD_CREDIT_RATING_GLOBAL,RD_CREDIT_RATING_GLOBAL.1,SP_TICKER,SP_EXCHANGE,SP_ISIN,SP_GEOGRAPHY,SP_COUNTRY_NAME,SP_COUNTRY_CODE,IQ_INDUSTRY_GROUP
JOANN Inc. (NASDAQCM:JOAN),5247954,CCC,CCC,JOAN,NASDAQCM,US47768J1016,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
Johnson & Johnson (NYSE:JNJ),4044333,AAA,AAA,JNJ,NYSE,US4781601046,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
Jones Lang LaSalle Incorporated (NYSE:JLL),113071,BBB+,BBB+,JLL,NYSE,US48020Q1076,United States and Canada,USA,US,Real Estate Management and Development
JPMorgan Chase & Co. (NYSE:JPM),100201,A-,A-,JPM,NYSE,US46625H1005,United States and Canada,USA,US,Banks
"Juniper Networks, Inc. (NYSE:JNPR)",4157184,BBB,BBB,JNPR,NYSE,US48203R1041,United States and Canada,USA,US,Technology Hardware and Equipment
Kaiser Aluminum Corporation (NASDAQGS:KALU),4187983,BB-,BB-,KALU,NASDAQGS,US4830077040,United States and Canada,USA,US,Materials
Kaman Corporation (NYSE:KAMN),4988951,B+,B+,KAMN,NYSE,US4835481031,United States and Canada,USA,US,Capital Goods
KB Home (NYSE:KBH),4094395,BB,BB,KBH,NYSE,US48666K1097,United States and Canada,USA,US,Consumer Durables and Apparel
"KBR, Inc. (NYSE:KBR)",4236367,BB,BB,KBR,NYSE,US48242W1062,United States and Canada,USA,US,Commercial and Professional Services
Kellanova (NYSE:K),4133514,BBB,BBB,K,NYSE,US4878361082,United States and Canada,USA,US,"Food, Beverage and Tobacco"
Kemper Corporation (NYSE:KMPR),103308,,BBB-,KMPR,NYSE,US4884011002,United States and Canada,USA,US,Insurance
Kennametal Inc. (NYSE:KMT),4096035,BBB,BBB,KMT,NYSE,US4891701009,United States and Canada,USA,US,Capital Goods
"Kennedy-Wilson Holdings, Inc. (NYSE:KW)",4261579,BB-,BB-,KW,NYSE,US4893981070,United States and Canada,USA,US,Real Estate Management and Development
Kenvue Inc. (NYSE:KVUE),109390153,A,A,KVUE,NYSE,US49177J1025,United States and Canada,USA,US,Household and Personal Products
Keurig Dr Pepper Inc. (NASDAQGS:KDP),4547508,BBB,BBB,KDP,NASDAQGS,US49271V1008,United States and Canada,USA,US,"Food, Beverage and Tobacco"
KeyCorp (NYSE:KEY),100334,BBB,BBB,KEY,NYSE,US4932671088,United States and Canada,USA,US,Banks
"Keysight Technologies, Inc. (NYSE:KEYS)",4972803,BBB,BBB,KEYS,NYSE,US49338L1035,United States and Canada,USA,US,Technology Hardware and Equipment
Kilroy Realty Corporation (NYSE:KRC),108109,BBB,BBB,KRC,NYSE,US49427F1084,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Kimberly-Clark Corporation (NYSE:KMB),4060881,A,A,KMB,NYSE,US4943681035,United States and Canada,USA,US,Household and Personal Products
Kimco Realty Corporation (NYSE:KIM),102965,BBB+,BBB+,KIM,NYSE,US49446R1095,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Kinder Morgan, Inc. (NYSE:KMI)",4275772,BBB,BBB,KMI,NYSE,US49456B1017,United States and Canada,USA,US,Energy
Kinetik Holdings Inc. (NYSE:KNTK),11196767,BB+,BB+,KNTK,NYSE,US02215L2097,United States and Canada,USA,US,Energy
Kirby Corporation (NYSE:KEX),4158601,BBB-,BBB-,KEX,NYSE,US4972661064,United States and Canada,USA,US,Transportation
Kite Realty Group Trust (NYSE:KRG),4092324,BBB-,BBB-,KRG,NYSE,US49803T3005,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
KKR & Co. Inc. (NYSE:KKR),4165107,A,A,KKR,NYSE,US48251W1045,United States and Canada,USA,US,Financial Services
KKR Real Estate Finance Trust Inc. (NYSE:KREF),4973646,B+,B+,KREF,NYSE,US48251K1007,United States and Canada,USA,US,Financial Services
KLA Corporation (NASDAQGS:KLAC),4069171,A-,A-,KLAC,NASDAQGS,US4824801009,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
"KLX Energy Services Holdings, Inc. (NASDAQGS:KLXE)",10599167,CCC+,CCC+,KLXE,NASDAQGS,US48253L2051,United States and Canada,USA,US,Energy
Knife River Corporation (NYSE:KNF),4095791,BB,BB,KNF,NYSE,US4988941047,United States and Canada,USA,US,Materials
Kohl's Corporation (NYSE:KSS),4120239,BB,BB,KSS,NYSE,US5002551043,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"Kontoor Brands, Inc. (NYSE:KTB)",14750985,BB,BB,KTB,NYSE,US50050N1037,United States and Canada,USA,US,Consumer Durables and Apparel
Koppers Holdings Inc. (NYSE:KOP),4986779,B+,B+,KOP,NYSE,US50060P1066,United States and Canada,USA,US,Materials
Korn Ferry (NYSE:KFY),4996551,BB,BB,KFY,NYSE,US5006432000,United States and Canada,USA,US,Commercial and Professional Services
Kosmos Energy Ltd. (NYSE:KOS),4290995,B,B,KOS,NYSE,US5006881065,United States and Canada,USA,US,Energy
"Kronos Worldwide, Inc. (NYSE:KRO)",4492668,CCC+,CCC+,KRO,NYSE,US50105F1057,United States and Canada,USA,US,Materials
"Kyndryl Holdings, Inc. (NYSE:KD)",29724772,BBB-,BBB-,KD,NYSE,US50155Q1004,United States and Canada,USA,US,Software and Services
"L3Harris Technologies, Inc. (NYSE:LHX)",4104164,BBB,BBB,LHX,NYSE,US5024311095,United States and Canada,USA,US,Capital Goods
Laboratory Corporation of America Holdings (NYSE:LH),4069312,BBB,BBB,LH,NYSE,US50540R4092,United States and Canada,USA,US,Health Care Equipment and Services
Lam Research Corporation (NASDAQGS:LRCX),4069378,A-,A-,LRCX,NASDAQGS,US5128071082,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
Lamar Advertising Company (NASDAQGS:LAMR),4417220,BB,BB,LAMR,NASDAQGS,US5128161099,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Lamb Weston Holdings, Inc. (NYSE:LW)",4916646,BB+,BB+,LW,NYSE,US5132721045,United States and Canada,USA,US,"Food, Beverage and Tobacco"
Las Vegas Sands Corp. (NYSE:LVS),4107929,BBB-,BBB-,LVS,NYSE,US5178341070,United States and Canada,USA,US,Consumer Services
"Latham Group, Inc. (NASDAQGS:SWIM)",28547603,B+,B+,SWIM,NASDAQGS,US51819L1070,United States and Canada,USA,US,Consumer Durables and Apparel
Lattice Semiconductor Corporation (NASDAQGS:LSCC),4079718,BB,BB,LSCC,NASDAQGS,US5184151042,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
Lear Corporation (NYSE:LEA),4014818,BBB,BBB,LEA,NYSE,US5218652049,United States and Canada,USA,US,Automobiles and Components
"Leggett & Platt, Incorporated (NYSE:LEG)",4913013,BBB-,BBB-,LEG,NYSE,US5246601075,United States and Canada,USA,US,Consumer Durables and Apparel
"Leidos Holdings, Inc. (NYSE:LDOS)",4276840,BBB-,BBB-,LDOS,NYSE,US5253271028,United States and Canada,USA,US,Commercial and Professional Services
"LendingTree, Inc. (NASDAQGS:TREE)",4211977,CCC+,CCC+,TREE,NASDAQGS,US52603B1070,United States and Canada,USA,US,Financial Services
Lennar Corporation (NYSE:LEN),4054537,BBB,BBB,LEN,NYSE,US5260571048,United States and Canada,USA,US,Consumer Durables and Apparel
Lennox International Inc. (NYSE:LII),4021939,BBB,BBB,LII,NYSE,US5261071071,United States and Canada,USA,US,Capital Goods
Levi Strauss & Co. (NYSE:LEVI),3002455,BB+,BB+,LEVI,NYSE,US52736R1023,United States and Canada,USA,US,Consumer Durables and Apparel
"LGI Homes, Inc. (NASDAQGS:LGIH)",4398514,BB-,BB-,LGIH,NASDAQGS,US50187T1060,United States and Canada,USA,US,Consumer Durables and Apparel
"Lifetime Brands, Inc. (NASDAQGS:LCUT)",4910889,B+,B+,LCUT,NASDAQGS,US53222Q1031,United States and Canada,USA,US,Consumer Durables and Apparel
"Light & Wonder, Inc. (NASDAQGS:LNW)",4161278,BB-,BB-,LNW,NASDAQGS,US80874P1093,United States and Canada,USA,US,Consumer Services
Lincoln National Corporation (NYSE:LNC),103362,,BBB+,LNC,NYSE,US5341871094,United States and Canada,USA,US,Insurance
"Lindblad Expeditions Holdings, Inc. (NASDAQCM:LIND)",4587523,B-,B-,LIND,NASDAQCM,US5352191093,United States and Canada,USA,US,Consumer Services
Lions Gate Entertainment Corp. (NYSE:LGF.A),4121683,B,B,LGFA,NYSE,CA5359194019,United States and Canada,USA,US,Media and Entertainment
"Lithia Motors, Inc. (NYSE:LAD)",4914216,BB+,BB+,LAD,NYSE,US5367971034,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"Live Nation Entertainment, Inc. (NYSE:LYV)",4121693,BB-,BB-,LYV,NYSE,US5380341090,United States and Canada,USA,US,Media and Entertainment
LKQ Corporation (NASDAQGS:LKQ),4286513,BBB-,BBB-,LKQ,NASDAQGS,US5018892084,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
Lockheed Martin Corporation (NYSE:LMT),4004271,A-,A-,LMT,NYSE,US5398301094,United States and Canada,USA,US,Capital Goods
Loews Corporation (NYSE:L),103455,A,A,L,NYSE,US5404241086,United States and Canada,USA,US,Insurance
Louisiana-Pacific Corporation (NYSE:LPX),4061160,BB+,BB+,LPX,NYSE,US5463471053,United States and Canada,USA,US,Materials
"Lowe's Companies, Inc. (NYSE:LOW)",4004318,BBB+,BBB+,LOW,NYSE,US5486611073,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"LSB Industries, Inc. (NYSE:LXU)",4986013,B,B,LXU,NYSE,US5021601043,United States and Canada,USA,US,Materials
"Lumen Technologies, Inc. (NYSE:LUMN)",4057179,CC,CC,LUMN,NYSE,US5502411037,United States and Canada,USA,US,Telecommunication Services
Lumentum Holdings Inc. (NASDAQGS:LITE),4973038,B+,B+,LITE,NASDAQGS,US55024U1097,United States and Canada,USA,US,Technology Hardware and Equipment
LXP Industrial Trust (NYSE:LXP),103128,BBB-,BBB-,LXP,NYSE,US5290431015,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
LyondellBasell Industries N.V. (NYSE:LYB),4986300,BBB,BBB,LYB,NYSE,NL0009434992,United States and Canada,USA,US,Materials
M&T Bank Corporation (NYSE:MTB),100253,BBB+,BBB+,MTB,NYSE,US55261F1049,United States and Canada,USA,US,Banks
"M.D.C. Holdings, Inc. (NYSE:MDC)",4094399,BBB-,BBB-,MDC,NYSE,US5526761086,United States and Canada,USA,US,Consumer Durables and Apparel
"M/I Homes, Inc. (NYSE:MHO)",4006323,BB,BB,MHO,NYSE,US55305B1017,United States and Canada,USA,US,Consumer Durables and Apparel
"Macy's, Inc. (NYSE:M)",4004104,BB+,BB+,M,NYSE,US55616P1049,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"Magnite, Inc. (NASDAQGS:MGNI)",4274604,B+,B+,MGNI,NASDAQGS,US55955D1000,United States and Canada,USA,US,Media and Entertainment
Magnolia Oil & Gas Corporation (NYSE:MGY),6676360,B+,B+,MGY,NYSE,US5596631094,United States and Canada,USA,US,Energy
Main Street Capital Corporation (NYSE:MAIN),4160255,BBB-,BBB-,MAIN,NYSE,US56035L1044,United States and Canada,USA,US,Financial Services
ManpowerGroup Inc. (NYSE:MAN),4185702,BBB,BBB,MAN,NYSE,US56418H1005,United States and Canada,USA,US,Commercial and Professional Services
Marathon Oil Corporation (NYSE:MRO),4011154,BBB-,BBB-,MRO,NYSE,US5658491064,United States and Canada,USA,US,Energy
Marathon Petroleum Corporation (NYSE:MPC),4136924,BBB,BBB,MPC,NYSE,US56585A1025,United States and Canada,USA,US,Energy
Markel Group Inc. (NYSE:MKL),4051039,,BBB,MKL,NYSE,US5705351048,United States and Canada,USA,US,Insurance
"Marriott International, Inc. (NASDAQGS:MAR)",4046286,BBB,BBB,MAR,NASDAQGS,US5719032022,United States and Canada,USA,US,Consumer Services
Marriott Vacations Worldwide Corporation (NYSE:VAC),4981115,BB-,BB-,VAC,NYSE,US57164Y1073,United States and Canada,USA,US,Consumer Services
"Marsh & McLennan Companies, Inc. (NYSE:MMC)",103442,A-,A-,MMC,NYSE,US5717481023,United States and Canada,USA,US,Insurance
"Martin Marietta Materials, Inc. (NYSE:MLM)",4095241,BBB+,BBB+,MLM,NYSE,US5732841060,United States and Canada,USA,US,Materials
Martin Midstream Partners L.P. (NASDAQGS:MMLP),4141978,B-,B-,MMLP,NASDAQGS,US5733311055,United States and Canada,USA,US,Energy
"Marvell Technology, Inc. (NASDAQGS:MRVL)",4135600,BBB-,BBB-,MRVL,NASDAQGS,US5738741041,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
Masco Corporation (NYSE:MAS),6331137,BBB,BBB,MAS,NYSE,US5745991068,United States and Canada,USA,US,Capital Goods
Masonite International Corporation (NYSE:DOOR),4092303,BB+,BB+,DOOR,NYSE,CA5753851099,United States and Canada,USA,US,Capital Goods
"MasTec, Inc. (NYSE:MTZ)",4385530,BBB-,BBB-,MTZ,NYSE,US5763231090,United States and Canada,USA,US,Capital Goods
Mastercard Incorporated (NYSE:MA),4073702,A+,A+,MA,NYSE,US57636Q1040,United States and Canada,USA,US,Financial Services
Matador Resources Company (NYSE:MTDR),4629640,BB-,BB-,MTDR,NYSE,US5764852050,United States and Canada,USA,US,Energy
"Match Group, Inc. (NASDAQGS:MTCH)",4089955,BB,BB,MTCH,NASDAQGS,US57667L1070,United States and Canada,USA,US,Media and Entertainment
"Mativ Holdings, Inc. (NYSE:MATV)",4062823,B+,B+,MATV,NYSE,US8085411069,United States and Canada,USA,US,Materials
"Mattel, Inc. (NASDAQGS:MAT)",4097451,BBB-,BBB-,MAT,NASDAQGS,US5770811025,United States and Canada,USA,US,Consumer Durables and Apparel
Matthews International Corporation (NASDAQGS:MATW),4151587,BB,BB,MATW,NASDAQGS,US5771281012,United States and Canada,USA,US,Commercial and Professional Services
"Maximus, Inc. (NYSE:MMS)",4378147,BB+,BB+,MMS,NYSE,US5779331041,United States and Canada,USA,US,Commercial and Professional Services
"MaxLinear, Inc. (NASDAQGS:MXL)",4421052,BB-,BB-,MXL,NASDAQGS,US57776J1007,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
"McCormick & Company, Incorporated (NYSE:MKC)",4219024,BBB,BBB,MKC,NYSE,US5797802064,United States and Canada,USA,US,"Food, Beverage and Tobacco"
McDonald's Corporation (NYSE:MCD),4095638,BBB+,BBB+,MCD,NYSE,US5801351017,United States and Canada,USA,US,Consumer Services
McKesson Corporation (NYSE:MCK),4069640,BBB+,BBB+,MCK,NYSE,US58155Q1031,United States and Canada,USA,US,Health Care Equipment and Services
"MDU Resources Group, Inc. (NYSE:MDU)",4010692,BBB,BBB,MDU,NYSE,US5526901096,United States and Canada,USA,US,Capital Goods
"Medical Properties Trust, Inc. (NYSE:MPW)",4095909,B+,B+,MPW,NYSE,US58463J3041,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Merck & Co., Inc. (NYSE:MRK)",4004265,A+,A+,MRK,NYSE,US58933Y1055,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
"MeridianLink, Inc. (NYSE:MLNK)",26633089,B+,B+,MLNK,NYSE,US58985J1051,United States and Canada,USA,US,Software and Services
Meritage Homes Corporation (NYSE:MTH),4019729,BBB-,BBB-,MTH,NYSE,US59001A1025,United States and Canada,USA,US,Consumer Durables and Apparel
"Meta Platforms, Inc. (NASDAQGS:META)",4144156,AA-,AA-,META,NASDAQGS,US30303M1027,United States and Canada,USA,US,Media and Entertainment
"MetLife, Inc. (NYSE:MET)",4051708,,A-,MET,NYSE,US59156R1086,United States and Canada,USA,US,Insurance
MGIC Investment Corporation (NYSE:MTG),103406,,BBB-,MTG,NYSE,US5528481030,United States and Canada,USA,US,Financial Services
MGM Resorts International (NYSE:MGM),4094582,B+,B+,MGM,NYSE,US5529531015,United States and Canada,USA,US,Consumer Services
"Micron Technology, Inc. (NASDAQGS:MU)",4133530,BBB-,BBB-,MU,NASDAQGS,US5951121038,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
Microsoft Corporation (NASDAQGS:MSFT),4004214,AAA,AAA,MSFT,NASDAQGS,US5949181045,United States and Canada,USA,US,Software and Services
MicroStrategy Incorporated (NASDAQGS:MSTR),4965910,CCC+,CCC+,MSTR,NASDAQGS,US5949724083,United States and Canada,USA,US,Software and Services
"Mid-America Apartment Communities, Inc. (NYSE:MAA)",103123,A-,A-,MAA,NYSE,US59522J1034,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Middlesex Water Company (NASDAQGS:MSEX),4104374,A,A,MSEX,NASDAQGS,US5966801087,United States and Canada,USA,US,Utilities
"MillerKnoll, Inc. (NASDAQGS:MLKN)",4217540,BB,BB,MLKN,NASDAQGS,US6005441000,United States and Canada,USA,US,Commercial and Professional Services
Minerals Technologies Inc. (NYSE:MTX),4985914,BB,BB,MTX,NYSE,US6031581068,United States and Canada,USA,US,Materials
"Mirion Technologies, Inc. (NYSE:MIR)",4570533,B,B,MIR,NYSE,US60471A1016,United States and Canada,USA,US,Technology Hardware and Equipment
"MKS Instruments, Inc. (NASDAQGS:MKSI)",4074558,BB,BB,MKSI,NASDAQGS,US55306N1046,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
ModivCare Inc. (NASDAQGS:MODV),4616102,B-,B-,MODV,NASDAQGS,US60783X1046,United States and Canada,USA,US,Health Care Equipment and Services
"Mohawk Industries, Inc. (NYSE:MHK)",4077651,BBB+,BBB+,MHK,NYSE,US6081901042,United States and Canada,USA,US,Consumer Durables and Apparel
"Molina Healthcare, Inc. (NYSE:MOH)",4080702,,BB-,MOH,NYSE,US60855R1005,United States and Canada,USA,US,Health Care Equipment and Services
Molson Coors Beverage Company (NYSE:TAP),4209632,BBB,BBB,TAP,NYSE,US60871R2094,United States and Canada,USA,US,"Food, Beverage and Tobacco"
"Mondelez International, Inc. (NASDAQGS:MDLZ)",4060931,BBB,BBB,MDLZ,NASDAQGS,US6092071058,United States and Canada,USA,US,"Food, Beverage and Tobacco"
Moody's Corporation (NYSE:MCO),108462,BBB+,BBB+,MCO,NYSE,US6153691059,United States and Canada,USA,US,Financial Services
Moog Inc. (NYSE:MOG.A),4016692,BB+,BB+,MOGA,NYSE,US6153942023,United States and Canada,USA,US,Capital Goods
Morgan Stanley (NYSE:MS),103042,A-,A-,MS,NYSE,US6174464486,United States and Canada,USA,US,Financial Services
"Motorola Solutions, Inc. (NYSE:MSI)",4280272,BBB-,BBB-,MSI,NYSE,US6200763075,United States and Canada,USA,US,Technology Hardware and Equipment
MPLX LP (NYSE:MPLX),4334372,BBB,BBB,MPLX,NYSE,US55336V1008,United States and Canada,USA,US,Energy
Mr. Cooper Group Inc. (NASDAQCM:COOP),4401869,B,B,COOP,NASDAQCM,US62482R1077,United States and Canada,USA,US,Financial Services
MSCI Inc. (NYSE:MSCI),4167462,BBB-,BBB-,MSCI,NYSE,US55354G1004,United States and Canada,USA,US,Financial Services
"Mueller Water Products, Inc. (NYSE:MWA)",4248696,BB,BB,MWA,NYSE,US6247581084,United States and Canada,USA,US,Capital Goods
MultiPlan Corporation (NYSE:MPLN),4099442,B,B,MPLN,NYSE,US62548M1009,United States and Canada,USA,US,Health Care Equipment and Services
Murphy Oil Corporation (NYSE:MUR),4000820,BB+,BB+,MUR,NYSE,US6267171022,United States and Canada,USA,US,Energy
Murphy USA Inc. (NYSE:MUSA),4912162,BB+,BB+,MUSA,NYSE,US6267551025,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"N-able, Inc. (NYSE:NABL)",28465782,B+,B+,NABL,NYSE,US62878D1000,United States and Canada,USA,US,Software and Services
"Nasdaq, Inc. (NASDAQGS:NDAQ)",4057757,BBB,BBB,NDAQ,NASDAQGS,US6311031081,United States and Canada,USA,US,Financial Services
"Nathan's Famous, Inc. (NASDAQGS:NATH)",4913288,B,B,NATH,NASDAQGS,US6323471002,United States and Canada,USA,US,Consumer Services
National Fuel Gas Company (NYSE:NFG),4010821,BBB-,BBB-,NFG,NYSE,US6361801011,United States and Canada,USA,US,Utilities
"National Health Investors, Inc. (NYSE:NHI)",102983,BBB-,BBB-,NHI,NYSE,US63633D1046,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Navient Corporation (NASDAQGS:NAVI),102896,BB-,BB-,NAVI,NASDAQGS,US63938C1080,United States and Canada,USA,US,Financial Services
NCR Atleos Corporation (NYSE:NATL),114112474,B+,B+,NATL,NYSE,US63001N1063,United States and Canada,USA,US,Financial Services
NCR Voyix Corporation (NYSE:VYX),4019364,B+,B+,VYX,NYSE,US62886E1082,United States and Canada,USA,US,Software and Services
Neogen Corporation (NASDAQGS:NEOG),4812277,BB+,BB+,NEOG,NASDAQGS,US6404911066,United States and Canada,USA,US,Health Care Equipment and Services
"NetApp, Inc. (NASDAQGS:NTAP)",4305562,BBB+,BBB+,NTAP,NASDAQGS,US64110D1046,United States and Canada,USA,US,Technology Hardware and Equipment
"Netflix, Inc. (NASDAQGS:NFLX)",4104060,BBB+,BBB+,NFLX,NASDAQGS,US64110L1061,United States and Canada,USA,US,Media and Entertainment
New Fortress Energy Inc. (NASDAQGS:NFE),9714278,BB-,BB-,NFE,NASDAQGS,US6443931000,United States and Canada,USA,US,Energy
Newell Brands Inc. (NASDAQGS:NWL),4066321,BB,BB,NWL,NASDAQGS,US6512291062,United States and Canada,USA,US,Consumer Durables and Apparel
"Newmark Group, Inc. (NASDAQGS:NMRK)",7604708,BB+,BB+,NMRK,NASDAQGS,US65158N1028,United States and Canada,USA,US,Real Estate Management and Development
NewMarket Corporation (NYSE:NEU),4985732,BBB+,BBB+,NEU,NYSE,US6515871076,United States and Canada,USA,US,Materials
Newmont Corporation (NYSE:NEM),4075105,BBB+,BBB+,NEM,NYSE,US6516391066,United States and Canada,USA,US,Materials
News Corporation (NASDAQGS:NWSA),4382367,BB+,BB+,NWSA,NASDAQGS,US65249B1098,United States and Canada,USA,US,Media and Entertainment
"Nexstar Media Group, Inc. (NASDAQGS:NXST)",4121714,BB+,BB+,NXST,NASDAQGS,US65336K1034,United States and Canada,USA,US,Media and Entertainment
"NextEra Energy Partners, LP (NYSE:NEP)",4550347,BB,BB,NEP,NYSE,US65341B1061,United States and Canada,USA,US,Utilities
"NextEra Energy, Inc. (NYSE:NEE)",3010401,A-,A-,NEE,NYSE,US65339F1012,United States and Canada,USA,US,Utilities
NGL Energy Partners LP (NYSE:NGL),4288485,B,B,NGL,NYSE,US62913M1071,United States and Canada,USA,US,Energy
"NIKE, Inc. (NYSE:NKE)",4004236,AA-,AA-,NKE,NYSE,US6541061031,United States and Canada,USA,US,Consumer Durables and Apparel
"Nine Energy Service, Inc. (NYSE:NINE)",7161287,CCC+,CCC+,NINE,NYSE,US65441V1017,United States and Canada,USA,US,Energy
NiSource Inc. (NYSE:NI),4057051,BBB+,BBB+,NI,NYSE,US65473P1057,United States and Canada,USA,US,Utilities
"NMI Holdings, Inc. (NASDAQGM:NMIH)",4333424,,BB+,NMIH,NASDAQGM,US6292093050,United States and Canada,USA,US,Financial Services
"NNN REIT, Inc. (NYSE:NNN)",103064,BBB+,BBB+,NNN,NYSE,US6374171063,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Noble Corporation plc (NYSE:NE),4977197,B+,B+,NE,NYSE,GB00BMXNWH07,United States and Canada,USA,US,Energy
Nordson Corporation (NASDAQGS:NDSN),4298336,BBB,BBB,NDSN,NASDAQGS,US6556631025,United States and Canada,USA,US,Capital Goods
"Nordstrom, Inc. (NYSE:JWN)",4053619,BB+,BB+,JWN,NYSE,US6556641008,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
Norfolk Southern Corporation (NYSE:NSC),4021829,BBB+,BBB+,NSC,NYSE,US6558441084,United States and Canada,USA,US,Transportation
"Northern Oil and Gas, Inc. (NYSE:NOG)",4162569,B,B,NOG,NYSE,US6655313079,United States and Canada,USA,US,Energy
Northern Trust Corporation (NASDAQGS:NTRS),100386,A+,A+,NTRS,NASDAQGS,US6658591044,United States and Canada,USA,US,Financial Services
Northrop Grumman Corporation (NYSE:NOC),4069910,BBB+,BBB+,NOC,NYSE,US6668071029,United States and Canada,USA,US,Capital Goods
Northwest Natural Holding Company (NYSE:NWN),4057132,A+,A+,NWN,NYSE,US66765N1054,United States and Canada,USA,US,Utilities
"NorthWestern Energy Group, Inc. (NASDAQGS:NWE)",4057053,BBB,BBB,NWE,NASDAQGS,US6680743050,United States and Canada,USA,US,Utilities
NOV Inc. (NYSE:NOV),4135913,BBB,BBB,NOV,NYSE,US62955J1034,United States and Canada,USA,US,Energy
"NRG Energy, Inc. (NYSE:NRG)",4057436,BB,BB,NRG,NYSE,US6293775085,United States and Canada,USA,US,Utilities
Nucor Corporation (NYSE:NUE),4121108,A-,A-,NUE,NYSE,US6703461052,United States and Canada,USA,US,Materials
NuStar Energy L.P. (NYSE:NS),4096167,BB-,BB-,NS,NYSE,US67058H1023,United States and Canada,USA,US,Energy
NVIDIA Corporation (NASDAQGS:NVDA),4094286,A+,A+,NVDA,NASDAQGS,US67066G1040,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
"NVR, Inc. (NYSE:NVR)",4094401,BBB+,BBB+,NVR,NYSE,US62944T1051,United States and Canada,USA,US,Consumer Durables and Apparel
Occidental Petroleum Corporation (NYSE:OXY),4010841,BB+,BB+,OXY,NYSE,US6745991058,United States and Canada,USA,US,Energy
"Oceaneering International, Inc. (NYSE:OII)",4010843,BB-,BB-,OII,NYSE,US6752321025,United States and Canada,USA,US,Energy
Ocwen Financial Corporation (NYSE:OCN),107411,B-,B-,OCN,NYSE,US6757466064,United States and Canada,USA,US,Financial Services
Office Properties Income Trust (NASDAQGS:OPI),4226533,CCC,CCC,OPI,NASDAQGS,US67623C1099,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
OFG Bancorp (NYSE:OFG),1032005,B+,B+,OFG,NYSE,PR67103X1020,United States and Canada,USA,US,Banks
OGE Energy Corp. (NYSE:OGE),4057055,BBB+,BBB+,OGE,NYSE,US6708371033,United States and Canada,USA,US,Utilities
"O-I Glass, Inc. (NYSE:OI)",4004416,BB-,BB-,OI,NYSE,US67098H1041,United States and Canada,USA,US,Materials
Old Republic International Corporation (NYSE:ORI),103407,,BBB+,ORI,NYSE,US6802231042,United States and Canada,USA,US,Insurance
Olin Corporation (NYSE:OLN),4025264,BB+,BB+,OLN,NYSE,US6806652052,United States and Canada,USA,US,Materials
"Omega Healthcare Investors, Inc. (NYSE:OHI)",103065,BBB-,BBB-,OHI,NYSE,US6819361006,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Omnicom Group Inc. (NYSE:OMC),4070013,BBB+,BBB+,OMC,NYSE,US6819191064,United States and Canada,USA,US,Media and Entertainment
ON Semiconductor Corporation (NASDAQGS:ON),4133677,BB+,BB+,ON,NASDAQGS,US6821891057,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
"ONE Gas, Inc. (NYSE:OGS)",4427129,A-,A-,OGS,NYSE,US68235P1084,United States and Canada,USA,US,Utilities
"OneMain Holdings, Inc. (NYSE:OMF)",4405478,BB,BB,OMF,NYSE,US68268W1036,United States and Canada,USA,US,Financial Services
"ONEOK, Inc. (NYSE:OKE)",4010846,BBB,BBB,OKE,NYSE,US6826801036,United States and Canada,USA,US,Energy
"OPENLANE, Inc. (NYSE:KAR)",4273972,B,B,KAR,NYSE,US48238T1097,United States and Canada,USA,US,Commercial and Professional Services
